,G,Per,Time,Str,Team,Goal Scorer,Assist,Assist.1,Visitor on Ice,Home on Ice,Season,gameId,Visitor Goalie On Ice,Home Goalie On Ice,Visitor,Home,Visitor_Score,Home_Score,Against
6,3,1,16:38,EV,NYR,8 K.KLEIN(1),93 K.YANDLE(1),10 J.MILLER(2),"['8', '10', '16', '24', '25', '93']","['2', '7', '11', '28', '50', '65']",2015,20002,False,True,NYR,CHI,2,1,CHI
46,3,3,18:20,EV,CAR,12 E.STAAL(1),27 J.FAULK(1),,"['12', '16', '27', '49', '53', '65']","['6', '12', '15', '33', '35', '59']",2015,20009,False,True,CAR,NSH,1,2,NSH
126,8,3,18:39,EV,N.J,13 M.CAMMALLERI(1),unassisted,,"['6', '13', '18', '19', '22', '44']","['2', '25', '27', '70', '77', '83']",2015,20022,False,True,N.J,WSH,3,5,WSH
411,5,3,9:50,EV,STL,91 V.TARASENKO(5),93 S.GOMEZ(1),4 C.GUNNARSSON(3),"['4', '12', '20', '55', '91', '93']","['5', '8', '16', '18', '26', '31']",2015,20076,False,True,STL,WPG,3,2,WPG
431,4,3,19:09,EV,ARI,89 M.BOEDKER(1),23 O.EKMAN-LARSSON(2),26 M.STONE(2),"['8', '19', '23', '26', '50', '89']","['2', '8', '11', '16', '22', '35']",2015,20081,False,True,ARI,N.J,2,2,N.J
499,8,3,19:28,EV,N.J,20 L.STEMPNIAK(2),28 D.SEVERSON(3),13 M.CAMMALLERI(6),"['13', '14', '19', '20', '21', '28']","['2', '7', '9', '30', '61', '74']",2015,20094,False,True,N.J,OTT,4,4,OTT
695,3,1,11:09,EV,EDM,4 T.HALL(4),10 N.YAKUPOV(7),97 C.MCDAVID(5),"['4', '10', '62', '67', '88', '97']","['3', '14', '20', '26', '40', '46']",2015,20130,False,True,EDM,MIN,1,2,MIN
750,7,3,17:34,EV,BUF,26 M.MOULSON(3),90 R.O'REILLY(7),17 D.LEGWAND(1),"['3', '17', '26', '28', '29', '90']","['8', '9', '12', '37', '71', '72']",2015,20139,False,True,BUF,PIT,3,4,PIT
781,3,3,18:09,EV,TOR,19 J.LUPUL(3),3 D.PHANEUF(7),44 M.RIELLY(3),"['3', '19', '21', '42', '43', '44']","['5', '19', '26', '27', '28', '30']",2015,20146,False,True,TOR,NYR,1,2,NYR
790,5,3,19:28,EV,COL,34 C.SODERBERG(1),92 G.LANDESKOG(3),14 B.COMEAU(3),"['6', '9', '14', '32', '34', '92']","['11', '14', '23', '27', '30', '65']",2015,20148,False,True,COL,CAR,2,3,CAR
995,3,3,10:12,SH,PIT,16 E.FEHR(2),4 R.SCUDERI(4),12 B.LOVEJOY(2),"['4', '7', '12', '16', '71']","['6', '17', '22', '27', '30', '33']",2015,20183,False,True,PIT,VAN,3,0,VAN
1057,6,3,18:34,EV,CHI,67 T.KERO(1),72 A.PANARIN(10),86 T.TERAVAINEN(3),"['52', '56', '57', '67', '72', '86']","['2', '8', '11', '16', '22', '35']",2015,20195,False,True,CHI,N.J,2,4,N.J
1073,5,3,19:00,EV,CBJ,43 S.HARTNELL(7),20 B.SAAD(3),,"['7', '13', '17', '19', '20', '43']","['2', '4', '10', '15', '17', '31']",2015,20199,False,True,CBJ,ANA,2,3,ANA
1142,5,3,18:09,EV,EDM,2 A.SEKERA(1),16 T.PURCELL(3),25 D.NURSE(2),"['2', '14', '16', '25', '58', '93']","['4', '15', '50', '57', '72', '88']",2015,20214,False,True,EDM,CHI,2,3,CHI
1261,5,3,19:36,PP,VAN,23 A.EDLER(4),33 H.SEDIN(8),,"['6', '17', '22', '23', '33', '36']","['3', '5', '9', '15', '30']",2015,20234,False,True,VAN,OTT,2,3,OTT
1345,8,3,19:22,PP,FLA,5 A.EKBLAD(3),18 R.SMITH(5),63 D.BOLLAND(4),"['5', '11', '18', '23', '27', '63']","['5', '22', '30', '51', '62']",2015,20251,False,True,FLA,T.B,4,4,T.B
1406,6,3,17:53,PP,ARI,89 M.BOEDKER(6),23 O.EKMAN-LARSSON(10),,"['8', '10', '11', '19', '23', '89']","['41', '44', '51', '55', '86']",2015,20261,False,True,ARI,NYI,2,4,NYI
1423,4,2,16:24,EV,DET,15 R.SHEAHAN(3),41 L.GLENDENING(2),25 M.GREEN(6),"['15', '25', '40', '41', '43', '55']","['5', '7', '41', '46', '61', '68']",2015,20264,False,True,DET,OTT,3,1,OTT
1449,4,3,19:04,EV,L.A,17 M.LUCIC(6),73 T.TOFFOLI(7),6 J.MUZZIN(7),"['6', '8', '11', '17', '73', '77']","['14', '22', '24', '28', '35', '55']",2015,20269,False,True,L.A,PHI,2,2,PHI
1506,7,3,18:37,EV,COL,9 M.DUCHENE(10),92 G.LANDESKOG(8),25 M.GRIGORENKO(6),"['2', '4', '9', '12', '25', '92']","['2', '8', '14', '19', '29', '71']",2015,20280,False,True,COL,PIT,3,4,PIT
1784,4,3,19:40,EV,NSH,12 M.FISHER(4),9 F.FORSBERG(10),59 R.JOSI(10),"['6', '9', '12', '18', '59', '63']","['3', '14', '17', '28', '30', '55']",2015,20331,False,True,NSH,PHI,2,2,PHI
1792,3,3,18:19,PP,CHI,81 M.HOSSA(4),2 D.KEITH(4),7 B.SEABROOK(12),"['2', '7', '19', '65', '81', '88']","['17', '33', '36', '45', '47']",2015,20333,False,True,CHI,ANA,1,2,ANA
1793,4,3,19:33,EV,CHI,2 D.KEITH(4),7 B.SEABROOK(13),88 P.KANE(22),"['2', '7', '19', '72', '81', '88']","['2', '4', '17', '22', '26', '36']",2015,20333,False,True,CHI,ANA,2,2,ANA
1846,4,3,19:38,EV,N.J,21 K.PALMIERI(8),2 J.MOORE(4),14 A.HENRIQUE(7),"['2', '13', '14', '19', '21', '26']","['14', '21', '39', '67', '76', '79']",2015,20344,False,True,N.J,MTL,2,2,MTL
1912,7,3,16:26,EV,COL,2 N.HOLDEN(1),34 C.SODERBERG(11),,"['2', '4', '12', '14', '25', '34']","['1', '21', '29', '44', '55', '91']",2015,20355,False,True,COL,NYI,3,4,NYI
2190,4,3,18:33,EV,L.A,77 J.CARTER(11),17 M.LUCIC(8),27 A.MARTINEZ(5),"['8', '11', '12', '17', '27', '77']","['7', '17', '25', '30', '38', '58']",2015,20410,False,True,L.A,CBJ,2,2,CBJ
2258,4,3,12:06,EV,OTT,5 C.CECI(3),6 B.RYAN(19),61 M.STONE(20),"['5', '6', '15', '27', '46', '61']","['5', '9', '18', '30', '42', '77']",2015,20422,False,True,OTT,T.B,1,3,T.B
2263,4,3,17:52,EV,WSH,8 A.OVECHKIN(14),74 J.CARLSON(16),19 N.BACKSTROM(15),"['8', '14', '19', '74', '77', '92']","['11', '17', '21', '33', '35', '44']",2015,20423,False,True,WSH,FLA,1,3,FLA
2285,9,3,18:16,EV,CBJ,13 C.ATKINSON(8),41 A.WENNBERG(5),27 R.MURRAY(10),"['13', '17', '19', '27', '41']","['18', '26', '30', '33', '57']",2015,20426,False,True,CBJ,WPG,4,5,WPG
2319,10,3,18:14,PP,NYR,61 R.NASH(9),22 D.BOYLE(6),27 R.MCDONAGH(10),"['16', '20', '22', '27', '36', '61']","['23', '39', '55', '62', '88']",2015,20432,False,True,NYR,EDM,5,5,EDM
2375,8,3,18:48,PP,NYR,36 M.ZUCCARELLO(13),22 D.BOYLE(7),16 D.BRASSARD(12),"['16', '20', '22', '36', '61', '93']","['1', '5', '7', '18', '23']",2015,20443,False,True,NYR,CGY,4,4,CGY
2582,4,3,19:26,PP,CHI,88 P.KANE(20),72 A.PANARIN(21),2 D.KEITH(11),"['2', '7', '19', '72', '81', '88']","['17', '28', '31', '46']",2015,20483,False,True,CHI,BUF,2,2,BUF
2650,5,3,17:01,EV,CGY,27 D.HAMILTON(5),24 J.HUDLER(13),5 M.GIORDANO(8),"['5', '13', '23', '24', '27']","['2', '15', '34', '43', '47']",2015,20496,False,True,CGY,DET,2,3,DET
2827,2,2,3:13,EV,TOR,40 M.GRABNER(5),43 N.KADRI(11),44 M.RIELLY(14),"['2', '40', '42', '43', '44', '47']","['1', '14', '18', '29', '37', '91']",2015,20528,False,True,TOR,NYI,2,0,NYI
2873,3,3,18:03,EV,DET,13 P.DATSYUK(4),8 J.ABDELKADER(9),2 B.SMITH(6),"['2', '8', '13', '25', '40', '71']","['3', '6', '22', '25', '40', '56']",2015,20538,False,True,DET,MIN,1,2,MIN
2931,6,3,18:28,EV,NSH,33 C.WILSON(3),4 R.ELLIS(12),14 M.EKHOLM(8),"['4', '14', '15', '19', '33', '63']","['4', '20', '22', '34', '36', '42']",2015,20546,False,True,NSH,STL,3,3,STL
3113,11,3,18:18,EV,DAL,90 J.SPEZZA(14),22 C.SCEVIOUR(7),33 A.GOLIGOSKI(16),"['13', '22', '24', '33', '43', '90']","['1', '3', '14', '21', '51', '86']",2015,20579,False,True,DAL,NYI,5,6,NYI
3167,7,3,19:03,EV,MTL,43 D.CARR(5),51 D.DESHARNAIS(13),81 L.ELLER(6),"['15', '26', '28', '43', '51', '81']","['14', '15', '22', '24', '28', '30']",2015,20591,False,True,MTL,PHI,3,4,PHI
3173,1,1,17:22,EV,MIN,11 Z.PARISE(12),64 M.GRANLUND(19),20 R.SUTER(21),"['11', '20', '26', '29', '46', '64']","['18', '25', '27', '31', '41', '58']",2015,20593,False,True,MIN,CBJ,1,0,CBJ
3186,3,3,18:21,EV,T.B,91 S.STAMKOS(17),6 A.STRALMAN(14),51 V.FILPPULA(13),"['6', '11', '51', '77', '90', '91']","['5', '7', '11', '19', '31', '79']",2015,20595,False,True,T.B,CGY,1,2,CGY
3280,6,3,19:54,EV,WSH,19 N.BACKSTROM(13),14 J.WILLIAMS(14),2 M.NISKANEN(16),"['2', '8', '14', '19', '77', '92']","['8', '19', '21', '27', '28', '30']",2015,20614,False,True,WSH,NYR,3,3,NYR
3411,5,3,19:23,PP,NSH,9 F.FORSBERG(12),92 R.JOHANSEN(22),63 M.RIBEIRO(23),"['4', '9', '14', '18', '63', '92']","['11', '47', '50', '57', '86']",2015,20639,False,True,NSH,CHI,2,3,CHI
3467,8,3,19:46,EV,NSH,18 J.NEAL(16),92 R.JOHANSEN(24),28 P.GAUSTAD(3),"['6', '18', '28', '59', '63', '92']","['8', '16', '18', '26', '30', '57']",2015,20650,False,True,NSH,WPG,4,4,WPG
3494,5,OT,3:25,EV,VAN,53 B.HORVAT(8),17 R.VRBATA(10),8 C.TANEV(7),"['8', '17', '33', '53']","['16', '27', '30', '65']",2015,20656,False,True,VAN,CAR,3,2,CAR
3607,1,2,1:16,EV,COL,34 C.SODERBERG(9),2 N.HOLDEN(15),14 B.COMEAU(14),"['2', '4', '9', '14', '34', '92']","['16', '18', '26', '30', '39', '57']",2015,20679,False,True,COL,WPG,1,0,WPG
3634,3,2,15:10,EV,TOR,19 J.LUPUL(10),3 D.PHANEUF(19),43 N.KADRI(16),"['3', '19', '42', '43', '46', '47']","['20', '21', '24', '35', '53', '82']",2015,20684,False,True,TOR,PHI,2,1,PHI
3786,6,3,6:42,EV,ANA,17 R.KESLER(10),15 R.GETZLAF(26),33 J.SILFVERBERG(9),"['2', '15', '17', '33', '47', '57']","['2', '15', '17', '25', '26', '35']",2015,20713,False,True,ANA,DET,4,2,DET
3840,4,3,19:47,EV,L.A,44 V.LECAVALIER(4),70 T.PEARSON(15),23 D.BROWN(11),"['6', '8', '12', '23', '44', '70']","['7', '31', '39', '42', '83', '88']",2015,20724,False,True,L.A,S.J,2,2,S.J
3873,2,3,18:47,SH,ARI,50 A.VERMETTE(8),8 T.RIEDER(20),,"['5', '8', '23', '50', '89']","['9', '11', '20', '29', '40', '46']",2015,20730,False,True,ARI,MIN,1,1,MIN
4070,8,3,12:36,PP,DET,25 M.GREEN(3),8 J.ABDELKADER(12),21 T.TATAR(16),"['8', '13', '21', '25', '26', '40']","['1', '7', '17', '18', '44']",2015,20764,False,True,DET,FLA,3,5,FLA
4146,4,3,19:47,EV,NYR,93 K.YANDLE(4),19 J.FAST(12),22 D.BOYLE(11),"['16', '19', '20', '22', '36', '93']","['3', '12', '15', '35', '78', '93']",2015,20776,False,True,NYR,PHI,2,2,PHI
4173,4,3,18:45,EV,PIT,87 S.CROSBY(22),58 K.LETANG(29),6 T.DALEY(10),"['6', '14', '58', '62', '72', '87']","['1', '5', '7', '17', '18', '36']",2015,20781,False,True,PIT,FLA,2,2,FLA
4316,3,3,17:36,PP,OTT,15 Z.SMITH(12),68 M.HOFFMAN(19),65 E.KARLSSON(49),"['6', '7', '15', '61', '65', '68']","['8', '15', '34', '47', '52']",2015,20806,False,True,OTT,DET,1,2,DET
4407,8,3,19:30,EV,L.A,11 A.KOPITAR(16),8 D.DOUGHTY(24),77 J.CARTER(25),"['6', '8', '11', '17', '23', '77']","['8', '18', '19', '25', '28', '32']",2015,20819,False,True,L.A,NYR,4,4,NYR
4516,4,3,19:50,PP,PHI,10 B.SCHENN(16),93 J.VORACEK(36),53 S.GOSTISBEHERE(21),"['10', '17', '28', '32', '53', '93']","['5', '12', '18', '28', '30']",2015,20839,False,True,PHI,NYR,1,3,NYR
4825,1,1,3:16,EV,NSH,38 V.ARVIDSSON(6),18 J.NEAL(16),33 C.WILSON(13),"['4', '12', '14', '18', '33', '38']","['17', '39', '42', '45', '53', '76']",2015,20891,False,True,NSH,MTL,1,0,MTL
4899,6,3,18:29,EV,S.J,42 J.WARD(17),19 J.THORNTON(42),8 J.PAVELSKI(30),"['8', '12', '19', '39', '42', '88']","['6', '7', '14', '18', '31', '32']",2015,20904,False,True,S.J,COL,3,3,COL
5031,5,3,16:39,PP,WSH,92 E.KUZNETSOV(19),unassisted,,"['2', '8', '14', '19', '77', '92']","['2', '7', '19', '50']",2015,20930,False,True,WSH,CHI,2,3,CHI
5125,5,2,3:25,EV,COL,3 C.BIGRAS(1),9 M.DUCHENE(23),29 N.MACKINNON(28),"['2', '3', '9', '29', '89', '92']","['6', '22', '24', '29', '40', '56']",2015,20948,False,True,COL,MIN,2,3,MIN
5196,8,3,19:20,EV,N.J,14 A.HENRIQUE(21),25 D.SMITH-PELLY(7),21 K.PALMIERI(19),"['8', '14', '19', '21', '25', '47']","['6', '19', '20', '28', '35', '59']",2015,20960,False,True,N.J,NSH,4,4,NSH
5203,6,3,19:31,EV,NYI,27 A.LEE(11),2 N.LEDDY(26),51 F.NIELSEN(21),"['2', '18', '21', '27', '51', '91']","['12', '26', '33', '34', '39', '55']",2015,20961,False,True,NYI,WPG,3,3,WPG
5403,6,3,15:44,PP,DET,21 T.TATAR(18),25 M.GREEN(21),13 P.DATSYUK(24),"['13', '15', '21', '25', '26', '43']","['13', '17', '47', '58', '70']",2015,20996,False,True,DET,CBJ,2,4,CBJ
5404,7,3,16:30,EV,DET,72 A.ATHANASIOU(5),25 M.GREEN(22),,"['8', '25', '40', '55', '71', '72']","['3', '13', '17', '27', '38', '70']",2015,20996,False,True,DET,CBJ,3,4,CBJ
5433,4,3,18:43,EV,CHI,72 A.PANARIN(25),19 J.TOEWS(24),2 D.KEITH(33),"['2', '7', '16', '19', '72', '88']","['12', '17', '22', '27', '34', '91']",2015,21002,False,True,CHI,STL,2,2,STL
5438,4,3,18:42,EV,NSH,12 M.FISHER(10),38 V.ARVIDSSON(8),18 J.NEAL(18),"['4', '12', '14', '18', '38', '92']","['3', '13', '23', '27', '37', '64']",2015,21003,False,True,NSH,CGY,2,2,CGY
5877,5,3,19:24,PP,FLA,24 J.HUDLER(14),26 T.PURCELL(24),7 D.KULIKOV(14),"['7', '24', '26', '27', '36', '51']","['5', '18', '21', '30', '61']",2015,21086,False,True,FLA,NYR,2,3,NYR
6081,6,3,19:02,EV,ANA,47 H.LINDHOLM(10),10 C.PERRY(25),67 R.RAKELL(22),"['4', '10', '15', '47', '67', '88']","['15', '41', '44', '49', '61', '65']",2015,21121,False,True,ANA,OTT,3,4,OTT
6099,6,3,0:30,EV,NYI,15 C.CLUTTERBUCK(14),53 C.CIZIKAS(19),44 C.DE HAAN(11),"['15', '17', '44', '53', '55', '91']","['7', '18', '24', '31', '48', '65']",2015,21124,False,True,NYI,CAR,3,3,CAR
6114,3,3,19:20,PP,PHI,14 S.COUTURIER(10),53 S.GOSTISBEHERE(25),24 M.READ(14),"['14', '24', '25', '32', '53', '93']","['4', '15', '23', '41', '48']",2015,21127,False,True,PHI,ARI,1,2,ARI
6154,5,3,18:11,EV,BUF,23 S.REINHART(22),34 C.NELSON(2),90 R.O'REILLY(36),"['15', '23', '34', '55', '82', '90']","['8', '27', '35', '40', '41', '65']",2015,21134,False,True,BUF,DET,2,3,DET
6283,5,3,19:54,EV,N.J,56 B.PIETILA(1),unassisted,,"['25', '46', '47', '48', '51', '56']","['5', '16', '35', '36', '42', '44']",2015,21157,False,True,N.J,FLA,2,3,FLA
6428,3,3,18:32,EV,DAL,12 R.FAKSA(5),90 J.SPEZZA(30),,"['3', '12', '21', '33', '83', '90']","['4', '7', '17', '33', '36', '42']",2015,21182,False,True,DAL,ANA,1,2,ANA
6519,8,3,19:24,EV,L.A,10 K.VERSTEEG(14),5 J.MCBAIN(7),73 T.TOFFOLI(27),"['5', '10', '17', '53', '73', '77']","['3', '7', '8', '11', '37', '93']",2015,21197,False,True,L.A,CGY,4,4,CGY
6590,2,3,18:44,EV,STL,91 V.TARASENKO(38),22 K.SHATTENKIRK(30),20 A.STEEN(35),"['12', '20', '22', '26', '55', '91']","['4', '14', '16', '19', '32', '33']",2015,21210,False,True,STL,CHI,1,2,CHI
6636,5,3,18:26,EV,DET,8 J.ABDELKADER(19),17 B.RICHARDS(18),40 H.ZETTERBERG(37),"['8', '13', '14', '17', '25', '40']","['6', '15', '18', '24', '28', '32']",2015,21217,False,True,DET,NYR,2,3,NYR
6864,7,3,19:41,EV,WPG,55 M.SCHEIFELE(2),85 M.PERREAULT(1),33 D.BYFUGLIEN(2),"['26', '27', '29', '33', '55', '85']","['3', '6', '11', '12', '24', '40']",2016,20024,False,True,WPG,MIN,3,4,MIN
6902,4,3,19:00,EV,ANA,15 R.GETZLAF(1),45 S.VATANEN(1),4 C.FOWLER(1),"['4', '10', '15', '17', '45', '50']","['2', '3', '15', '29', '41', '86']",2016,20030,False,True,ANA,NYI,2,2,NYI
7178,6,3,19:25,PP,VAN,23 A.EDLER(1),63 P.LARSEN(2),33 H.SEDIN(2),"['21', '22', '23', '33', '60', '63']","['14', '27', '31', '73', '77']",2016,20076,False,True,VAN,L.A,3,3,L.A
7262,5,3,19:50,PP,WPG,55 M.SCHEIFELE(4),17 A.LOWRY(1),29 P.LAINE(2),"['17', '27', '29', '33', '55', '85']","['12', '21', '24', '31', '47']",2016,20090,False,True,WPG,DAL,2,3,DAL
7346,4,3,17:49,PP,CHI,81 M.HOSSA(2),14 R.PANIK(3),19 J.TOEWS(3),"['8', '14', '19', '51', '81', '88']","['1', '2', '9', '14', '22']",2016,20107,False,True,CHI,N.J,2,2,N.J
7502,5,3,19:48,EV,S.J,89 M.BOEDKER(2),27 J.DONSKOI(3),48 T.HERTL(4),"['5', '12', '27', '44', '48', '89']","['16', '19', '23', '33', '35', '48']",2016,20141,False,True,S.J,ARI,2,3,ARI
7530,4,3,19:02,PP,PHI,24 M.READ(6),25 N.COUSINS(3),32 M.STREIT(6),"['14', '24', '25', '32', '53', '93']","['14', '15', '29', '41', '55']",2016,20147,False,True,PHI,NYI,2,2,NYI
7709,6,3,18:40,EV,DAL,46 G.SMITH(2),3 J.KLINGBERG(5),14 J.BENN(7),"['3', '14', '23', '27', '46', '91']","['2', '14', '19', '33', '51', '70']",2016,20178,False,True,DAL,CHI,3,3,CHI
7972,2,1,13:18,EV,NYR,5 D.GIRARDI(3),13 K.HAYES(8),10 J.MILLER(10),"['5', '10', '13', '27', '36', '93']","['2', '33', '44', '67', '83', '93']",2016,20228,False,True,NYR,EDM,2,0,EDM
8134,5,3,17:28,EV,N.J,36 N.LAPPIN(3),11 P.PARENTEAU(3),8 B.BENNETT(5),"['2', '8', '11', '19', '28', '36']","['8', '22', '24', '31', '74', '77']",2016,20261,False,True,N.J,L.A,2,3,L.A
8225,4,3,19:10,EV,T.B,9 T.JOHNSON(7),86 N.KUCHEROV(14),77 V.HEDMAN(11),"['9', '18', '27', '77', '86']","['10', '14', '19', '35', '76']",2016,20279,False,True,T.B,NSH,1,3,NSH
8290,7,3,19:31,EV,STL,91 V.TARASENKO(9),57 D.PERRON(7),17 J.SCHWARTZ(5),"['12', '17', '22', '55', '57', '91']","['2', '10', '20', '27', '70', '90']",2016,20291,False,True,STL,WSH,3,4,WSH
8362,4,3,19:02,EV,NYI,2 N.LEDDY(4),91 J.TAVARES(10),29 B.NELSON(8),"['2', '12', '16', '29', '55', '91']","['30', '39', '42', '44', '50', '61']",2016,20305,False,True,NYI,S.J,2,3,S.J
8429,6,3,18:52,EV,MIN,3 C.COYLE(8),12 E.STAAL(11),9 M.KOIVU(7),"['3', '9', '11', '12', '20', '46']","['12', '15', '34', '41', '55', '91']",2016,20318,False,True,MIN,STL,3,3,STL
8478,6,3,19:10,EV,DAL,5 J.OLEKSIAK(3),6 J.HONKA(3),14 J.BENN(13),"['5', '6', '12', '14', '21', '25']","['17', '19', '21', '26', '27', '34']",2016,20329,False,True,DAL,STL,3,3,STL
8544,3,3,18:00,EV,MTL,65 A.SHAW(5),67 M.PACIORETTY(10),11 B.GALLAGHER(8),"['11', '26', '27', '45', '65', '67']","['15', '17', '33', '36', '42', '45']",2016,20340,False,True,MTL,ANA,1,2,ANA
8641,3,3,18:43,PP,MTL,62 A.LEHKONEN(3),65 A.SHAW(5),27 A.GALCHENYUK(14),"['6', '26', '27', '62', '65', '67']","['7', '8', '31', '57', '88']",2016,20358,False,True,MTL,S.J,1,2,S.J
8745,6,3,18:31,EV,FLA,55 J.DEMERS(4),19 M.MATHESON(6),21 V.TROCHECK(8),"['7', '16', '19', '21', '36', '55']","['40', '42', '46', '47', '81', '86']",2016,20378,False,True,FLA,BOS,3,3,BOS
9280,4,3,17:59,PP,COL,12 J.IGINLA(4),96 M.RANTANEN(10),9 M.DUCHENE(10),"['4', '9', '12', '29', '92', '96']","['8', '13', '17', '37', '39']",2016,20471,False,True,COL,WPG,1,3,WPG
9778,7,3,18:14,EV,DET,71 D.LARKIN(11),40 H.ZETTERBERG(20),21 T.TATAR(9),"['2', '21', '39', '40', '65', '71']","['16', '22', '25', '31', '42', '46']",2016,20559,False,True,DET,TOR,3,4,TOR
9779,8,3,19:58,EV,DET,39 A.MANTHA(9),40 H.ZETTERBERG(21),62 T.VANEK(14),"['2', '21', '39', '40', '55', '62']","['11', '12', '22', '31', '34', '44']",2016,20559,False,True,DET,TOR,4,4,TOR
9964,6,3,19:17,PP,MIN,11 Z.PARISE(8),12 E.STAAL(21),9 M.KOIVU(16),"['3', '9', '11', '12', '20', '46']","['6', '11', '23', '27', '31']",2016,20593,False,True,MIN,L.A,3,3,L.A
10030,2,3,19:43,EV,PHI,10 B.SCHENN(12),9 I.PROVOROV(15),,"['9', '10', '17', '28', '53', '93']","['3', '11', '13', '17', '27', '72']",2016,20605,False,True,PHI,CBJ,1,1,CBJ
10073,4,3,17:53,PP,PHI,10 B.SCHENN(13),28 C.GIROUX(25),9 I.PROVOROV(16),"['9', '10', '17', '28', '53', '93']","['21', '31', '41', '55', '90']",2016,20613,False,True,PHI,BUF,1,3,BUF
10092,2,3,19:11,EV,VAN,20 B.SUTTER(11),47 S.BAERTSCHI(13),23 A.EDLER(7),"['14', '20', '23', '47', '51', '60']","['4', '10', '12', '35', '51', '59']",2016,20616,False,True,VAN,NSH,1,1,NSH
10231,7,3,18:30,EV,WPG,26 B.WHEELER(13),18 B.LITTLE(10),27 N.EHLERS(25),"['18', '26', '27', '33', '55', '85']","['2', '13', '17', '23', '41', '88']",2016,20639,False,True,WPG,ARI,3,4,ARI
10346,6,3,19:41,EV,WPG,55 M.SCHEIFELE(20),unassisted,,"['16', '19', '26', '33', '44', '55']","['7', '31', '38', '57', '68', '88']",2016,20660,False,True,WPG,S.J,2,4,S.J
10551,4,3,18:49,PP,OTT,68 M.HOFFMAN(15),65 E.KARLSSON(31),2 D.PHANEUF(13),"['2', '9', '15', '18', '65', '68']","['2', '12', '26', '31', '46']",2016,20693,False,True,OTT,TOR,2,2,TOR
10648,5,3,19:58,EV,L.A,13 K.CLIFFORD(4),6 J.MUZZIN(9),71 J.NOLAN(4),"['6', '13', '15', '22', '27', '71']","['8', '12', '21', '22', '30', '36']",2016,20708,False,True,L.A,NYR,2,3,NYR
10713,8,3,18:55,EV,BUF,21 K.OKPOSO(15),23 S.REINHART(20),,"['9', '15', '21', '23', '55', '90']","['4', '9', '18', '74', '76', '92']",2016,20720,False,True,BUF,NSH,4,4,NSH
10821,5,3,19:13,EV,WSH,8 A.OVECHKIN(24),19 N.BACKSTROM(35),92 E.KUZNETSOV(29),"['8', '19', '74', '77', '90', '92']","['1', '2', '18', '29', '55', '72']",2016,20741,False,True,WSH,NYI,2,3,NYI
10875,11,3,19:47,EV,OTT,19 D.BRASSARD(9),9 B.RYAN(10),33 F.CLAESSON(4),"['6', '7', '9', '18', '19', '33']","['1', '6', '7', '13', '27', '48']",2016,20748,False,True,OTT,FLA,5,6,FLA
11199,7,3,17:59,PP,NSH,59 R.JOSI(6),92 R.JOHANSEN(31),4 R.ELLIS(13),"['4', '9', '18', '38', '59', '92']","['21', '22', '27', '30', '61']",2016,20804,False,True,NSH,NYR,3,4,NYR
11327,6,3,19:45,EV,PIT,81 P.KESSEL(19),59 J.GUENTZEL(5),58 K.LETANG(23),"['4', '58', '59', '72', '81', '87']","['2', '11', '16', '17', '23', '41']",2016,20826,False,True,PIT,ARI,3,3,ARI
11503,1,1,1:31,EV,STL,91 V.TARASENKO(28),17 J.SCHWARTZ(23),6 J.EDMUNDSON(12),"['6', '17', '21', '55', '57', '91']","['4', '15', '40', '56', '73', '77']",2016,20858,False,True,STL,BUF,1,0,BUF
11556,2,3,19:54,EV,CGY,5 M.GIORDANO(8),19 M.TKACHUK(26),67 M.FROLIK(19),"['5', '10', '11', '13', '19', '67']","['8', '14', '23', '30', '33', '53']",2016,20867,False,True,CGY,VAN,1,1,VAN
11558,1,1,15:05,EV,FLA,11 J.HUBERDEAU(4),16 A.BARKOV(21),21 V.TROCHECK(21),"['3', '11', '16', '21', '55', '68']","['6', '12', '21', '22', '27', '31']",2016,20868,False,True,FLA,L.A,1,0,L.A
11626,5,3,19:33,EV,ANA,15 R.GETZLAF(11),45 S.VATANEN(16),4 C.FOWLER(20),"['4', '10', '15', '17', '37', '45']","['5', '11', '16', '17', '30', '33']",2016,20881,False,True,ANA,ARI,2,3,ARI
11848,6,3,19:07,EV,MTL,67 M.PACIORETTY(31),6 S.WEBER(21),47 A.RADULOV(30),"['6', '27', '47', '65', '67', '79']","['6', '9', '12', '19', '21', '35']",2016,20919,False,True,MTL,N.J,3,3,N.J
12002,4,3,19:58,EV,DET,21 T.TATAR(15),40 H.ZETTERBERG(35),8 J.ABDELKADER(11),"['8', '21', '40', '51', '55', '71']","['1', '5', '11', '19', '27', '67']",2016,20950,False,True,DET,CGY,2,2,CGY
12023,5,3,17:38,PP,CBJ,89 S.GAGNER(15),8 Z.WERENSKI(30),13 C.ATKINSON(25),"['8', '10', '13', '20', '71', '89']","['3', '15', '41', '44', '65']",2016,20954,False,True,CBJ,OTT,2,3,OTT
12056,7,3,19:25,EV,DET,71 D.LARKIN(13),8 J.ABDELKADER(12),40 H.ZETTERBERG(37),"['8', '21', '40', '51', '55', '71']","['25', '27', '33', '55', '62', '93']",2016,20960,False,True,DET,EDM,3,4,EDM
