,G,Per,Time,Str,Team,Goal Scorer,Assist,Assist.1,Visitor on Ice,Home on Ice,Season,gameId,Visitor Goalie On Ice,Home Goalie On Ice,Visitor,Home,Visitor_Score,Home_Score,Against
8220,4,3,19:53,EV,CBJ,13 C.ATKINSON(7),89 S.GAGNER(5),8 Z.WERENSKI(10),"['1', '6', '14', '27', '29', '51']","['8', '10', '13', '17', '71', '89']",2016,20278,True,False,COL,CBJ,2,2,COL
8312,3,1,17:19,EV,COL,17 R.BOURQUE(6),29 N.MACKINNON(10),51 F.TYUTIN(5),"['25', '27', '33', '83', '97', '98']","['6', '9', '17', '29', '51', '96']",2016,20296,True,False,EDM,COL,1,2,EDM
8344,5,3,17:56,EV,PHI,53 S.GOSTISBEHERE(4),28 C.GIROUX(14),17 W.SIMMONDS(9),"['21', '22', '27', '30', '36', '40']","['10', '17', '28', '32', '53', '93']",2016,20302,True,False,NYR,PHI,3,2,NYR
8382,6,3,3:37,EV,T.B,18 O.PALAT(4),86 N.KUCHEROV(15),77 V.HEDMAN(12),"['10', '20', '27', '65', '71', '72']","['5', '9', '18', '51', '77', '86']",2016,20309,True,False,CBJ,T.B,3,3,CBJ
8392,8,3,14:49,EV,N.J,14 A.HENRIQUE(4),22 K.QUINCEY(4),2 J.MOORE(5),"['2', '8', '15', '34', '51', '55']","['2', '13', '14', '19', '22', '36']",2016,20310,True,False,DET,N.J,4,4,DET
8422,6,3,19:46,EV,PIT,87 S.CROSBY(15),17 B.RUST(3),71 E.MALKIN(13),"['1', '6', '12', '14', '19', '25']","['13', '17', '58', '71', '81', '87']",2016,20317,True,False,N.J,PIT,3,3,N.J
8493,3,2,16:00,EV,CBJ,34 J.ANDERSON(7),43 S.HARTNELL(8),65 M.NUTIVAARA(2),"['5', '11', '13', '62', '88', '90']","['27', '34', '43', '45', '65', '89']",2016,20332,True,False,T.B,CBJ,0,3,T.B
8505,9,3,18:29,PP,OTT,68 M.HOFFMAN(7),2 D.PHANEUF(5),65 E.KARLSSON(15),"['9', '27', '29', '31', '55']","['2', '7', '19', '61', '65', '68']",2016,20333,True,False,BUF,OTT,5,4,BUF
8565,2,3,19:28,EV,BOS,42 D.BACKES(6),47 T.KRUG(10),88 D.PASTRNAK(5),"['20', '27', '30', '33', '65', '86']","['37', '42', '46', '47', '63', '88']",2016,20345,True,False,CAR,BOS,1,1,CAR
8674,6,3,6:28,EV,PIT,4 J.SCHULTZ(2),28 I.COLE(7),71 E.MALKIN(16),"['15', '20', '29', '31', '48', '55']","['4', '7', '16', '23', '28', '71']",2016,20365,True,False,DET,PIT,3,3,DET
8775,6,3,19:31,EV,BUF,9 E.KANE(3),90 R.O'REILLY(8),55 R.RISTOLAINEN(15),"['2', '4', '23', '29', '33', '55']","['9', '15', '21', '23', '55', '90']",2016,20382,True,False,EDM,BUF,3,3,EDM
9017,3,3,17:24,PP,TOR,51 J.GARDINER(5),22 N.ZAITSEV(10),16 M.MARNER(13),"['1', '14', '32', '34']","['12', '16', '22', '25', '42', '51']",2016,20425,True,False,COL,TOR,2,1,COL
9287,6,3,18:51,EV,VAN,36 J.HANSEN(3),51 T.STECHER(8),53 B.HORVAT(11),"['3', '13', '17', '27', '38', '72']","['22', '27', '33', '36', '53', '55']",2016,20472,True,False,CBJ,VAN,3,3,CBJ
9305,4,3,18:47,EV,NYR,21 D.STEPAN(6),27 R.MCDONAGH(17),8 K.KLEIN(9),"['6', '12', '14', '21', '35', '38']","['8', '20', '21', '27', '36', '61']",2016,20475,True,False,N.J,NYR,2,2,N.J
9315,6,3,19:08,EV,CAR,27 J.FAULK(16),5 N.HANIFIN(21),49 V.RASK(27),"['15', '21', '25', '34', '40', '61']","['5', '23', '27', '49', '53', '86']",2016,20477,True,False,DET,CAR,3,3,DET
9386,7,3,1:42,EV,CHI,14 R.PANIK(9),88 P.KANE(24),2 D.KEITH(22),"['1', '2', '5', '7', '9', '18']","['2', '4', '14', '16', '70', '88']",2016,20489,True,False,OTT,CHI,4,3,OTT
9412,5,3,19:53,PP,ARI,23 O.EKMAN-LARSSON(7),17 R.VRBATA(14),33 A.GOLIGOSKI(12),"['6', '29', '33', '77', '93']","['8', '17', '23', '33', '48', '88']",2016,20494,True,False,EDM,ARI,3,2,EDM
9479,10,3,17:00,EV,NYR,20 C.KREIDER(11),36 M.ZUCCARELLO(17),27 R.MCDONAGH(18),"['3', '9', '12', '20', '35', '39']","['4', '20', '21', '27', '36', '73']",2016,20506,True,False,MIN,NYR,6,4,MIN
9667,8,3,18:27,PP,WPG,85 M.PERREAULT(3),26 B.WHEELER(18),33 D.BYFUGLIEN(19),"['3', '10', '27', '38', '72']","['12', '18', '26', '33', '55', '85']",2016,20539,True,False,CBJ,WPG,5,3,CBJ
9734,6,3,19:05,EV,PIT,43 C.SHEARY(9),4 J.SCHULTZ(17),58 K.LETANG(18),"['24', '26', '31', '41', '67', '74']","['4', '13', '14', '43', '58', '87']",2016,20552,True,False,MTL,PIT,3,3,MTL
9836,9,3,17:29,PP,T.B,86 N.KUCHEROV(15),77 V.HEDMAN(28),27 J.DROUIN(12),"['17', '33', '37', '39', '40']","['9', '17', '18', '27', '77', '86']",2016,20569,True,False,WPG,T.B,5,4,WPG
10079,5,2,13:58,EV,CAR,23 B.MCGINN(2),26 M.TENNYSON(3),5 N.HANIFIN(12),"['7', '10', '13', '31', '43', '58']","['5', '16', '18', '23', '26', '49']",2016,20614,True,False,CBJ,CAR,2,3,CBJ
10326,2,3,5:11,EV,ANA,67 R.RAKELL(18),15 R.GETZLAF(28),5 K.HOLZER(5),"['12', '19', '22', '40', '64', '91']","['2', '5', '10', '15', '17', '67']",2016,20655,True,False,STL,ANA,1,1,STL
10502,7,3,19:12,EV,CGY,23 S.MONAHAN(14),13 J.GAUDREAU(19),6 D.WIDEMAN(11),"['4', '12', '19', '51', '52', '74']","['6', '7', '10', '13', '23', '36']",2016,20682,True,False,NSH,CGY,4,3,NSH
10655,7,3,17:13,EV,WSH,20 L.ELLER(7),88 N.SCHMIDT(12),65 A.BURAKOVSKY(16),"['5', '21', '23', '26', '30', '33']","['4', '8', '10', '20', '65', '88']",2016,20709,True,False,CAR,WSH,1,6,CAR
10776,4,3,18:58,EV,OTT,6 C.WIDEMAN(2),68 M.HOFFMAN(18),15 Z.SMITH(12),"['1', '6', '7', '11', '19', '39']","['5', '6', '15', '19', '61', '68']",2016,20733,True,False,CGY,OTT,2,2,CGY
10831,10,3,18:53,EV,NYR,8 K.KLEIN(1),22 N.HOLDEN(17),21 D.STEPAN(26),"['7', '11', '25', '27', '34', '70']","['8', '20', '21', '22', '61', '93']",2016,20742,True,False,CBJ,NYR,6,4,CBJ
10864,7,3,17:56,EV,T.B,21 B.POINT(4),77 V.HEDMAN(34),59 J.DOTCHIN(1),"['25', '33', '37', '40', '42', '63']","['17', '21', '59', '61', '77', '86']",2016,20747,True,False,BOS,T.B,4,3,BOS
10882,7,3,19:47,EV,STL,27 A.PIETRANGELO(8),22 K.SHATTENKIRK(23),91 V.TARASENKO(27),"['16', '17', '18', '31', '33', '44']","['17', '20', '22', '26', '27', '91']",2016,20749,True,False,WPG,STL,4,3,WPG
11105,10,3,18:31,EV,NYI,16 A.LADD(12),12 J.BAILEY(26),2 N.LEDDY(20),"['18', '22', '31', '43', '44', '47']","['2', '12', '16', '18', '27', '91']",2016,20788,True,False,TOR,NYI,5,5,TOR
11444,10,3,19:22,EV,S.J,8 J.PAVELSKI(20),48 T.HERTL(9),5 D.SCHLEMKO(11),"['1', '3', '18', '21', '36', '55']","['5', '8', '39', '48', '62', '88']",2016,20846,True,False,FLA,S.J,5,6,FLA
11608,4,3,19:18,EV,COL,9 M.DUCHENE(16),4 T.BARRIE(21),29 N.MACKINNON(27),"['11', '30', '51', '59', '77', '86']","['4', '9', '29', '45', '92', '96']",2016,20876,True,False,T.B,COL,2,2,T.B
11709,5,3,18:47,PP,T.B,86 N.KUCHEROV(23),77 V.HEDMAN(39),51 V.FILPPULA(27),"['1', '5', '11', '44', '67']","['17', '21', '51', '77', '86', '90']",2016,20896,True,False,CGY,T.B,3,2,CGY
11984,5,3,2:38,EV,PIT,32 M.STREIT(6),87 S.CROSBY(34),71 E.MALKIN(37),"['17', '27', '31', '33', '55', '62']","['32', '62', '65', '71', '72', '87']",2016,20946,True,False,T.B,PIT,2,3,T.B
11997,2,3,18:46,EV,CHI,72 A.PANARIN(20),2 D.KEITH(39),7 B.SEABROOK(28),"['1', '2', '15', '55', '86', '91']","['2', '7', '14', '19', '72', '88']",2016,20949,True,False,NYI,CHI,1,1,NYI
12063,7,3,18:39,SH,L.A,27 A.MARTINEZ(8),39 A.KEMPE(4),24 D.FORBORT(13),"['23', '30', '47', '51', '53', '60']","['23', '24', '27', '39', '70']",2016,20961,True,False,VAN,L.A,4,3,VAN
12111,5,3,19:53,PP,WPG,55 M.SCHEIFELE(28),27 N.EHLERS(32),29 P.LAINE(27),"['4', '30', '42', '50', '61']","['17', '26', '27', '29', '33', '55']",2016,20972,True,False,S.J,WPG,3,2,S.J
12137,3,3,19:49,EV,MIN,9 M.KOIVU(18),20 R.SUTER(27),64 M.GRANLUND(39),"['17', '26', '27', '34', '55', '91']","['9', '11', '12', '20', '29', '64']",2016,20977,True,False,STL,MIN,2,1,STL
12221,6,3,19:40,EV,VAN,51 T.STECHER(3),33 H.SEDIN(27),60 M.GRANLUND(12),"['1', '3', '15', '44', '86', '91']","['22', '23', '33', '51', '53', '60']",2016,20992,True,False,NYI,VAN,3,3,NYI
12379,3,1,14:10,EV,PHI,11 T.KONECNY(9),53 S.GOSTISBEHERE(24),14 S.COUTURIER(11),"['7', '10', '13', '20', '58', '72']","['9', '11', '14', '24', '40', '53']",2016,21018,True,False,CBJ,PHI,2,1,CBJ
12413,3,3,17:05,EV,L.A,23 D.BROWN(11),8 D.DOUGHTY(30),73 T.TOFFOLI(15),"['19', '20', '21', '26', '27', '34']","['8', '11', '23', '27', '39', '73']",2016,21023,True,False,STL,L.A,2,1,STL
12605,7,3,18:30,EV,T.B,86 N.KUCHEROV(33),21 B.POINT(17),,"['19', '27', '70', '74', '77', '83']","['6', '18', '21', '27', '77', '86']",2016,21057,True,False,WSH,T.B,4,3,WSH
12649,6,3,19:17,EV,PHI,11 T.KONECNY(11),9 I.PROVOROV(21),14 S.COUTURIER(14),"['11', '20', '22', '27', '30', '33']","['9', '11', '14', '40', '51', '93']",2016,21066,True,False,CAR,PHI,3,3,CAR
12743,8,3,18:57,EV,CHI,38 R.HARTMAN(18),88 P.KANE(48),2 D.KEITH(44),"['8', '22', '30', '33', '45', '88']","['2', '38', '57', '72', '81', '88']",2016,21084,True,False,VAN,CHI,4,4,VAN
12745,1,1,5:32,EV,COL,7 J.MITCHELL(3),34 C.SODERBERG(8),14 B.COMEAU(11),"['28', '34', '41', '55', '75', '82']","['7', '9', '14', '34', '51', '54']",2016,21085,True,False,STL,COL,0,1,STL
12880,6,3,7:53,EV,FLA,27 N.BJUGSTAD(6),7 C.SCEVIOUR(12),13 M.PYSYK(11),"['16', '33', '38', '51', '57', '81']","['7', '13', '21', '26', '27', '46']",2016,21109,True,False,CHI,FLA,0,6,CHI
13011,8,3,19:33,EV,MIN,12 E.STAAL(27),46 J.SPURGEON(26),9 M.KOIVU(36),"['20', '26', '27', '43', '70', '74']","['9', '12', '16', '20', '46', '64']",2016,21133,True,False,WSH,MIN,4,4,WSH
13098,6,3,19:48,EV,WPG,33 D.BYFUGLIEN(13),85 M.PERREAULT(28),27 N.EHLERS(38),"['1', '2', '15', '17', '42', '47']","['26', '27', '29', '33', '55', '85']",2016,21148,True,False,ANA,WPG,3,3,ANA
13110,6,3,19:48,EV,NYR,20 C.KREIDER(27),10 J.MILLER(34),22 N.HOLDEN(23),"['13', '17', '28', '30', '65', '87']","['10', '20', '21', '22', '36', '93']",2016,21150,True,False,PIT,NYR,3,3,PIT
13158,9,3,19:15,EV,DET,25 M.GREEN(14),71 D.LARKIN(14),43 D.HELM(7),"['12', '31', '43', '44', '46', '47']","['8', '25', '43', '55', '71', '72']",2016,21159,True,False,TOR,DET,5,4,TOR
13482,5,3,19:20,EV,VAN,23 A.EDLER(6),24 R.BOUCHER(4),45 M.CHAPUT(5),"['6', '14', '19', '33', '77', '97']","['22', '23', '24', '33', '45', '51']",2016,21218,True,False,EDM,VAN,3,2,EDM
13633,3,2,6:57,EV,CBJ,27 R.MURRAY(1),9 A.PANARIN(2),10 A.WENNBERG(1),"['1', '4', '15', '50', '53', '86']","['9', '10', '13', '27', '53', '71']",2017,20013,True,False,NYI,CBJ,0,3,NYI
13727,7,2,17:02,EV,CGY,13 J.GAUDREAU(1),7 T.BRODIE(1),20 C.LAZAR(1),"['5', '8', '18', '29', '35', '85']","['7', '13', '20', '23', '24', '93']",2017,20027,True,False,WPG,CGY,3,4,WPG
13754,4,3,19:00,EV,NYI,27 A.LEE(1),14 T.HICKEY(1),7 J.EBERLE(2),"['6', '9', '27', '28', '34', '56']","['2', '7', '12', '14', '27', '91']",2017,20033,True,False,STL,NYI,2,2,STL
13792,2,3,18:35,EV,CAR,53 J.SKINNER(1),unassisted,,"['3', '11', '37', '45', '58', '72']","['11', '20', '27', '28', '53', '86']",2017,20040,True,False,CBJ,CAR,1,1,CBJ
13807,10,3,18:43,PP,NSH,17 S.HARTNELL(3),9 F.FORSBERG(1),76 P.SUBBAN(3),"['3', '9', '37', '51']","['9', '17', '22', '33', '76', '92']",2017,20042,True,False,PHI,NSH,5,5,PHI
13951,5,3,19:03,EV,NYR,22 K.SHATTENKIRK(2),10 J.MILLER(3),,"['1', '6', '9', '14', '18', '28']","['10', '22', '27', '51', '61', '89']",2017,20065,True,False,N.J,NYR,3,2,N.J
13988,1,1,15:31,EV,ARI,29 M.KEMPE(1),10 A.DUCLAIR(1),2 L.SCHENN(2),"['33', '35', '43', '52', '59', '73']","['2', '10', '16', '25', '29', '33']",2017,20072,True,False,BOS,ARI,0,1,BOS
14178,9,3,19:38,EV,ARI,9 C.KELLER(5),18 C.DVORAK(2),21 D.STEPAN(4),"['10', '14', '23', '28', '30', '91']","['9', '16', '18', '21', '23', '33']",2017,20103,True,False,DAL,ARI,5,4,DAL
14214,6,3,5:58,EV,ANA,26 B.MONTOUR(2),3 K.BIEKSA(2),33 J.SILFVERBERG(2),"['22', '24', '31', '45', '65', '67']","['3', '7', '10', '26', '33', '67']",2017,20109,True,False,MTL,ANA,2,4,MTL
14594,5,3,19:07,EV,PHI,40 J.WEAL(2),9 I.PROVOROV(5),51 V.FILPPULA(3),"['2', '8', '15', '21', '33', '40']","['6', '9', '12', '15', '40', '51']",2017,20171,True,False,ARI,PHI,3,2,ARI
14595,6,3,19:45,EV,PHI,14 S.COUTURIER(9),28 C.GIROUX(8),9 I.PROVOROV(6),"['18', '23', '36', '40', '48', '55']","['9', '11', '14', '17', '28', '93']",2017,20171,True,False,ARI,PHI,3,3,ARI
14729,2,1,7:31,EV,COL,34 C.SODERBERG(2),6 E.JOHNSON(3),44 M.BARBERIO(1),"['4', '7', '19', '27', '30', '53']","['6', '9', '10', '20', '34', '44']",2017,20194,True,False,CAR,COL,1,1,CAR
14747,9,3,19:08,EV,ARI,18 C.DVORAK(2),55 J.DEMERS(6),,"['6', '21', '40', '41', '67', '90']","['9', '16', '18', '21', '23', '55']",2017,20196,True,False,BUF,ARI,5,4,BUF
14782,9,3,19:26,EV,OTT,65 E.KARLSSON(1),19 D.BRASSARD(7),7 K.TURRIS(6),"['3', '5', '21', '33', '81', '89']","['7', '14', '19', '61', '65', '68']",2017,20200,True,False,VGK,OTT,5,4,VGK
14804,8,3,18:04,EV,FLA,21 V.TROCHECK(6),11 J.HUBERDEAU(10),,"['10', '13', '22', '26', '30', '76']","['3', '5', '11', '16', '21', '63']",2017,20203,True,False,NYR,FLA,4,4,NYR
15034,4,3,19:00,EV,TOR,25 J.VAN RIEMSDYK(8),16 M.MARNER(9),22 N.ZAITSEV(5),"['20', '25', '33', '35', '55', '59']","['16', '22', '25', '42', '43', '51']",2017,20243,True,False,BOS,TOR,2,2,BOS
15184,1,1,11:48,EV,NSH,15 C.SMITH(6),22 K.FIALA(8),2 A.BITETTO(1),"['2', '9', '10', '39', '70', '83']","['2', '8', '9', '15', '22', '52']",2017,20270,True,False,WSH,NSH,0,1,WSH
15286,4,3,19:11,EV,WPG,55 M.SCHEIFELE(11),26 B.WHEELER(19),29 P.LAINE(5),"['9', '17', '21', '23', '37', '51']","['18', '26', '27', '29', '33', '55']",2017,20284,True,False,PHI,WPG,2,2,PHI
15349,1,1,8:14,EV,L.A,73 T.TOFFOLI(9),8 D.DOUGHTY(9),23 D.BROWN(11),"['3', '5', '11', '16', '34', '63']","['8', '11', '19', '23', '24', '73']",2017,20296,True,False,FLA,L.A,0,1,FLA
15383,5,3,11:51,EV,NSH,33 V.ARVIDSSON(8),76 P.SUBBAN(10),25 A.EMELIN(3),"['1', '4', '34', '44', '64', '83']","['8', '9', '25', '33', '76', '92']",2017,20302,True,False,COL,NSH,0,5,COL
15439,1,1,3:31,EV,NSH,22 K.FIALA(2),76 P.SUBBAN(11),33 V.ARVIDSSON(6),"['8', '26', '37', '44', '55', '81']","['9', '14', '22', '33', '76', '92']",2017,20313,True,False,WPG,NSH,0,1,WPG
15452,6,3,18:24,EV,MIN,64 M.GRANLUND(3),20 R.SUTER(9),12 E.STAAL(11),"['6', '11', '12', '14', '21', '35']","['9', '12', '20', '22', '46', '64']",2017,20314,True,False,N.J,MIN,3,3,N.J
15616,6,3,3:08,EV,CAR,11 J.STAAL(7),27 J.FAULK(6),86 T.TERAVAINEN(13),"['22', '25', '29', '31', '42', '51']","['4', '11', '20', '27', '49', '86']",2017,20343,True,False,TOR,CAR,4,2,TOR
15702,2,3,18:28,EV,L.A,23 D.BROWN(9),22 T.LEWIS(4),8 D.DOUGHTY(12),"['5', '30', '42', '47', '48', '50']","['8', '11', '12', '22', '23', '73']",2017,20358,True,False,ANA,L.A,1,1,ANA
15736,8,3,18:56,EV,PIT,59 J.GUENTZEL(11),4 J.SCHULTZ(8),87 S.CROSBY(15),"['9', '14', '28', '37', '47', '93']","['4', '58', '59', '72', '81', '87']",2017,20363,True,False,PHI,PIT,4,4,PHI
15823,5,3,19:43,EV,STL,28 K.BRODZIAK(5),71 V.SOBOTKA(9),55 C.PARAYKO(11),"['3', '4', '7', '21', '36', '48']","['21', '23', '28', '29', '55', '71']",2017,20379,True,False,ANA,STL,3,2,ANA
15967,2,1,11:14,EV,VAN,23 A.EDLER(1),33 H.SEDIN(14),22 D.SEDIN(10),"['12', '16', '25', '31', '44', '46']","['5', '21', '22', '23', '33', '53']",2017,20402,True,False,TOR,VAN,0,2,TOR
16003,3,3,18:14,EV,CHI,19 J.TOEWS(7),7 B.SEABROOK(8),,"['6', '11', '23', '27', '32', '71']","['7', '12', '14', '19', '20', '42']",2017,20408,True,False,L.A,CHI,2,1,L.A
16239,8,3,15:58,EV,MTL,24 P.DANAULT(6),42 B.FROESE(4),43 D.CARR(5),"['1', '12', '18', '29', '81', '88']","['8', '20', '22', '24', '42', '43']",2017,20445,True,False,EDM,MTL,6,2,EDM
16261,8,3,14:15,EV,FLA,11 J.HUBERDEAU(9),3 K.YANDLE(16),21 V.TROCHECK(18),"['1', '12', '16', '29', '92', '96']","['3', '5', '11', '21', '27', '62']",2017,20448,True,False,COL,FLA,5,3,COL
16277,7,3,17:12,EV,PIT,87 S.CROSBY(13),58 K.LETANG(22),49 D.SIMON(2),"['2', '11', '28', '31', '34', '44']","['8', '49', '58', '59', '71', '87']",2017,20450,True,False,TOR,PIT,4,3,TOR
16329,3,3,19:48,EV,PIT,81 P.KESSEL(15),71 E.MALKIN(19),59 J.GUENTZEL(9),"['6', '12', '14', '34', '45', '83']","['58', '59', '71', '72', '81', '87']",2017,20462,True,False,COL,PIT,2,1,COL
16364,4,3,5:15,EV,WSH,10 B.CONNOLLY(6),22 M.BOWEY(7),92 E.KUZNETSOV(23),"['1', '6', '12', '14', '17', '83']","['8', '10', '20', '22', '44', '92']",2017,20469,True,False,COL,WSH,1,3,COL
16436,8,2,17:52,EV,CBJ,71 N.FOLIGNO(7),28 O.BJORKSTRAND(15),10 A.WENNBERG(11),"['1', '6', '10', '25', '50', '66']","['7', '10', '13', '28', '65', '71']",2017,20481,True,False,NYI,CBJ,3,5,NYI
16654,10,3,18:34,PP,OTT,19 D.BRASSARD(8),61 M.STONE(16),68 M.HOFFMAN(15),"['9', '20', '24', '32', '64']","['9', '19', '61', '65', '68', '95']",2017,20520,True,False,MIN,OTT,6,4,MIN
16687,11,3,18:59,EV,VAN,26 T.VANEK(10),6 B.BOESER(14),33 H.SEDIN(23),"['11', '22', '26', '31', '67', '92']","['5', '6', '22', '23', '26', '33']",2017,20524,True,False,MTL,VAN,6,5,MTL
16737,2,2,11:59,EV,T.B,17 A.KILLORN(4),9 T.JOHNSON(16),86 N.KUCHEROV(26),"['5', '9', '33', '41', '61', '95']","['9', '17', '59', '77', '86', '91']",2017,20533,True,False,OTT,T.B,1,1,OTT
16786,5,3,18:07,PP,CGY,19 M.TKACHUK(8),11 M.BACKLUND(14),13 J.GAUDREAU(28),"['14', '22', '26', '31', '62']","['5', '11', '13', '19', '23', '77']",2017,20541,True,False,MTL,CGY,3,2,MTL
16790,4,3,18:59,EV,ARI,36 C.FISCHER(9),9 C.KELLER(15),55 J.DEMERS(9),"['2', '9', '20', '31', '43', '92']","['9', '16', '21', '33', '36', '55']",2017,20542,True,False,WSH,ARI,2,2,WSH
16873,4,3,18:51,EV,NYI,12 J.BAILEY(11),91 J.TAVARES(26),,"['15', '19', '28', '40', '47', '90']","['2', '12', '27', '53', '55', '91']",2017,20560,True,False,BUF,NYI,2,2,BUF
17020,5,3,17:41,EV,EDM,93 R.NUGENT-HOPKINS(15),98 J.PULJUJARVI(3),2 A.SEKERA(1),"['5', '7', '12', '30', '40', '57']","['2', '13', '19', '83', '93', '98']",2017,20585,True,False,CHI,EDM,3,2,CHI
17021,6,3,19:05,EV,EDM,29 L.DRAISAITL(10),93 R.NUGENT-HOPKINS(14),19 P.MAROON(12),"['2', '8', '30', '38', '82', '88']","['6', '19', '25', '29', '93', '98']",2017,20585,True,False,CHI,EDM,3,3,CHI
17414,2,1,14:51,EV,BUF,15 J.EICHEL(16),21 K.OKPOSO(14),90 R.O'REILLY(17),"['8', '16', '26', '29', '35', '44']","['15', '19', '21', '28', '45', '90']",2017,20653,True,False,WPG,BUF,1,1,WPG
17579,10,3,19:44,EV,S.J,27 J.DONSKOI(10),88 B.BURNS(26),50 C.TIERNEY(7),"['18', '21', '23', '31', '45', '55']","['27', '28', '50', '62', '72', '88']",2017,20678,True,False,ARI,S.J,5,5,ARI
17731,5,3,19:06,EV,WSH,20 L.ELLER(10),2 M.NISKANEN(10),9 D.ORLOV(10),"['11', '22', '26', '37', '42', '62']","['2', '9', '20', '39', '43', '65']",2017,20706,True,False,MTL,WSH,3,2,MTL
17949,4,3,13:18,PP,PHI,11 T.KONECNY(10),93 J.VORACEK(47),28 C.GIROUX(43),"['5', '6', '14', '21', '88']","['11', '14', '17', '28', '53', '93']",2017,20747,True,False,T.B,PHI,3,1,T.B
18032,11,3,19:10,EV,S.J,48 T.HERTL(14),62 K.LABANC(21),88 B.BURNS(34),"['12', '17', '27', '31', '40', '55']","['8', '39', '44', '48', '62', '88']",2017,20760,True,False,NYR,S.J,6,5,NYR
18035,3,3,19:18,EV,BOS,51 R.SPOONER(8),47 T.KRUG(22),88 D.PASTRNAK(27),"['14', '17', '30', '33', '42', '47']","['37', '46', '47', '51', '74', '88']",2017,20761,True,False,ANA,BOS,2,1,ANA
18156,6,3,19:32,EV,EDM,97 C.MCDAVID(17),29 L.DRAISAITL(30),4 K.RUSSELL(14),"['12', '16', '22', '37', '45', '96']","['2', '4', '13', '27', '29', '97']",2017,20785,True,False,COL,EDM,3,3,COL
18208,6,3,19:57,EV,PHI,19 N.PATRICK(5),93 J.VORACEK(51),53 S.GOSTISBEHERE(26),"['5', '15', '41', '44', '65', '95']","['11', '14', '19', '28', '53', '93']",2017,20793,True,False,OTT,PHI,3,3,OTT
18305,2,2,14:44,EV,DAL,91 T.SEGUIN(26),90 J.SPEZZA(17),47 A.RADULOV(30),"['13', '17', '27', '30', '40', '55']","['3', '14', '23', '47', '90', '91']",2017,20810,True,False,NYR,DAL,1,1,NYR
18320,6,3,19:45,EV,BUF,90 R.O'REILLY(15),15 J.EICHEL(30),23 S.REINHART(13),"['14', '17', '30', '33', '42', '47']","['9', '15', '21', '23', '55', '90']",2017,20812,True,False,ANA,BUF,3,3,ANA
18351,5,3,18:36,EV,DET,51 F.NIELSEN(12),42 M.FRK(10),71 D.LARKIN(31),"['20', '33', '40', '42', '54', '59']","['14', '41', '42', '51', '55', '71']",2017,20817,True,False,BOS,DET,3,2,BOS
18375,5,3,19:53,EV,CHI,88 P.KANE(21),15 A.ANISIMOV(7),8 N.SCHMALTZ(24),"['5', '18', '21', '27', '41', '93']","['7', '8', '15', '38', '56', '88']",2017,20821,True,False,CGY,CHI,3,2,CGY
18519,5,3,19:01,EV,BOS,42 D.BACKES(10),37 P.BERGERON(23),63 B.MARCHAND(31),"['6', '9', '21', '31', '55', '90']","['37', '42', '46', '47', '63', '88']",2017,20843,True,False,BUF,BOS,3,2,BUF
18533,4,3,18:46,EV,MTL,92 J.DROUIN(8),26 J.PETRY(18),62 A.LEHKONEN(6),"['4', '10', '33', '35', '59', '92']","['11', '26', '27', '62', '67', '92']",2017,20845,True,False,NSH,MTL,2,2,NSH
18580,8,3,19:43,PP,WSH,19 N.BACKSTROM(13),74 J.CARLSON(35),8 A.OVECHKIN(27),"['25', '35', '43', '55', '71']","['8', '10', '19', '74', '77', '92']",2017,20852,True,False,DET,WSH,4,4,DET
18605,9,3,17:08,EV,BUF,9 E.KANE(18),unassisted,,"['4', '17', '37', '45', '49', '96']","['6', '9', '21', '23', '55', '90']",2017,20856,True,False,COL,BUF,5,4,COL
18724,6,3,19:45,SH,WPG,55 M.SCHEIFELE(17),26 B.WHEELER(47),85 M.PERREAULT(19),"['8', '9', '19', '70', '74', '92']","['18', '26', '44', '55', '85']",2017,20873,True,False,WSH,WPG,3,3,WSH
18772,4,3,19:29,EV,OTT,19 D.BRASSARD(16),12 M.GABORIK(8),95 M.DUCHENE(20),"['6', '22', '23', '40', '55', '90']","['12', '19', '61', '65', '68', '95']",2017,20882,True,False,BUF,OTT,2,2,BUF
18791,6,3,16:48,PP,MIN,12 E.STAAL(26),64 M.GRANLUND(29),20 R.SUTER(30),"['2', '9', '18', '31', '83']","['11', '12', '16', '20', '46', '64']",2017,20885,True,False,WSH,MIN,4,2,WSH
18924,4,3,18:42,EV,CAR,53 J.SKINNER(20),74 J.SLAVIN(13),22 B.PESCE(12),"['1', '6', '13', '23', '40', '45']","['11', '22', '23', '28', '53', '74']",2017,20907,True,False,N.J,CAR,2,2,N.J
18966,5,3,19:56,EV,BUF,9 E.KANE(19),90 R.O'REILLY(26),23 S.REINHART(17),"['8', '19', '31', '43', '44', '74']","['6', '9', '21', '23', '55', '90']",2017,20913,True,False,WSH,BUF,3,2,WSH
18990,4,3,18:35,EV,PHI,93 J.VORACEK(12),14 S.COUTURIER(31),53 S.GOSTISBEHERE(36),"['11', '22', '26', '31', '67', '92']","['11', '14', '19', '28', '53', '93']",2017,20920,True,False,MTL,PHI,2,2,MTL
19014,7,3,19:11,PP,WPG,29 P.LAINE(28),26 B.WHEELER(52),18 B.LITTLE(23),"['6', '27', '35', '44', '71']","['18', '26', '29', '33', '55', '85']",2017,20924,True,False,L.A,WPG,4,3,L.A
